"complaint_case_id","case_status","priority","case_opened_ts","case_closed_ts","resolution_hours","customer_id","customer_name","customer_contact","customer_phone","customer_email","customer_site","service_contract","machine_id","machine_serial","machine_model","operation_code","operation_name","run_id","fault_category","error_code_triggered","vibration_severity_score","failure_mode","failure_mode_detail","sensor_x_rms","sensor_y_rms","sensor_z_rms","sensor_x_crest","sensor_kurtosis","phone_call_notes","assigned_technician","assigned_fe","investigation_notes","remedy_notes","rma_required","rma_number","rma_type","rma_description","rma_disposition","rma_credit_issued","parts_cost_usd","labour_hours","billable","linked_error_codes","linked_run_id","source"
"CMP-SYN-2002","CLOSED","P2-HIGH","24 Feb 2020 19:00","26 Feb 2020 04:00","86","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M02","EIQ-M02-2020-9640","VMC-3000","OP14","Spindle Run Test","","spindle_bearing_fault","SPN-MJ-002","3.561","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","272.29","273.12","808.91","4.514","8.313","Call received from Billy Ray Tanner. M02 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 4.51 mm/s RMS, alarm SPN-MJ-002 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 2881h on current bearing set. Last grease service: 6 months ago.","Petrov, A.","Mbeki, J. (FE-03)","Investigation by Petrov, A.. Pulled Bosch CISS historical data for M02 OP14. Crest factor trend showed gradual increase from 3.2 to 4.5 over 90 days before alarm. Kurtosis crossed early-warning threshold (8.0) approximately 11 days before customer called — alarm SPN-SR-003 was generated but apparently not actioned by customer maintenance team. Investigation highlights need for customer to review alarm log regularly. Machine performed as designed.","Spindle bearing set replaced on-site by Mbeki, J. (FE-03). Parts used: 2× 7014 CDBP4 angular contact bearings (PN: EIQ-SPN-BRG-7014, batch BRG-87374), 1× NU1014 rear bearing (PN: EIQ-SPN-BRG-NU1014). Bearings installed with correct preload per EIQ-PROC-SPN-001. Spindle warmed up per SPD-WARMUP-001 (15 min). Acceptance vibration test run: P004 = 1.01 mm/s (Zone A — pass). Machine returned to production. Labour: 2.6 h. Parts charged to customer (bearing set outside warranty — 20 months in service).","YES","RMA-47273","BEARING_RETURN","Defective spindle bearing set returned for failure analysis","Failure analysis at EquipmentIQ bearing lab. Confirmed outer race spall — fatigue failure consistent with service beyond recommended interval. No manufacturing defect.","NO","320","2.6","YES","SPN-MJ-002","","synthetic_extension"
"CMP-SYN-2003","IN_PROGRESS","P2-HIGH","13 Aug 2021 08:00","","","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M02","EIQ-M02-2021-2636","VMC-3000","OP11","Surface Finishing","","tool_wear","SPN-MJ-003","5.597","Tool Wear","Progressive cutting edge wear beyond service life","355.37","362.18","891.04","5.91","17.419","Customer Great Lakes Tool & Die called — M02 threw hard alarm SPN-MJ-003 mid-program during Surface Finishing. Spindle load P002 peaked at 3.55% before drive tripped. Tool T26 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Novak, P.","","Remote diagnostic session conducted with Novak, P.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 17.4 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-MJ-003 confirmed appropriate.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","6.5","NO","SPN-MJ-003","","synthetic_extension"
"CMP-SYN-2004","CLOSED","P2-HIGH","27 Feb 2020 15:00","04 Mar 2020 19:00","89","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M02","EIQ-M02-2020-3625","VMC-3000","OP05","Thread Tapping","","spindle_bearing_fault","VIB-MJ-001","6.719","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","470.94","311.07","927.88","5.312","9.615","Call received from Kevin Tanaka. M02 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 5.31 mm/s RMS, alarm VIB-MJ-001 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 3825h on current bearing set. Last grease service: 6 months ago.","Williams, S.","Mbeki, J. (FE-03)","Remote diagnostic: retrieved vibration data for run_id M02_Feb_2020_SYN_004. Spindle bearing vibration P004 = 5.31 mm/s (ISO Zone C). Kurtosis P064 = 9.6 — defect frequency component confirmed at BPFO = 103.1 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 3825h (OEM limit: 4,000h). Bearing replacement recommended. Error code VIB-MJ-001 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle cooling fan motor replaced (PN: EIQ-SPN-FAN-200L). Air filter cleaned — found 60% blocked. Post-repair spindle temperature P003 running at 46°C vs. 70°C pre-repair. Machine re-qualified. Advised customer to add fan inspection to monthly PM checklist. No charge under PLATINUM service contract.","YES","RMA-74268","LUBE_BLOCK","SSV lube distributor block returned — stuck piston","Piston freed and cleaned. Contamination found in oil supply — customer advised to use filtered oil only. No manufacturing defect. No credit.","NO","223","3.6","NO","VIB-MJ-001","","synthetic_extension"
"CMP-SYN-2005","IN_PROGRESS","P2-HIGH","15 Feb 2021 07:00","","","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M01","EIQ-M01-2021-5759","VMC-3000","OP05","Thread Tapping","","spindle_bearing_fault","SPN-MJ-001","2.855","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","323.97","176.35","922.35","6.478","16.107","Appalachian Machine Works reporting M01 spindle temperature P003 running high at 6.48°C. Spindle cooling fan appears to be making intermittent noise — possibly bearing in fan motor. Alarm SPN-MJ-001 active. Customer asking if they can continue running at reduced spindle speed while awaiting parts. Current part schedule is critical path.","Okafor, D.","Lee, S. (FE-12)","Investigation by Okafor, D.. Pulled Bosch CISS historical data for M01 OP05. Crest factor trend showed gradual increase from 3.2 to 6.5 over 90 days before alarm. Kurtosis crossed early-warning threshold (8.0) approximately 10 days before customer called — alarm SPN-SR-003 was generated but apparently not actioned by customer maintenance team. Investigation highlights need for customer to review alarm log regularly. Machine performed as designed.","Spindle cooling fan motor replaced (PN: EIQ-SPN-FAN-200L). Air filter cleaned — found 60% blocked. Post-repair spindle temperature P003 running at 44°C vs. 71°C pre-repair. Machine re-qualified. Advised customer to add fan inspection to monthly PM checklist. No charge under PLATINUM service contract.","YES","RMA-37556","SPINDLE_REBUILD","Spindle cartridge sent to depot for bearing replacement and runout check","Rebuilt spindle returned. New bearing set installed, preload set to spec, runout verified <0.003mm. Returned to customer.","NO","456","2.1","YES","SPN-MJ-001","","synthetic_extension"
"CMP-SYN-2006","PENDING_PARTS","P2-HIGH","05 Feb 2019 08:00","","","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M01","EIQ-M01-2019-2743","VMC-3000","OP07","Profile Milling","","process_anomaly","CNC-MJ-001","2.631","Process Anomaly","NC program or controller process exception","264.71","381.58","1147.16","5.398","13.622","Customer Rio Grande Manufacturing reporting M01 NC program execution error, alarm CNC-MJ-001. Machine stopped at block N7955 — program has run successfully 100+ times before. No changes to program, operator, or tooling. Customer suspects CNC memory or controller issue. Carlos Mendez requesting level-2 technical support.","Williams, S.","","Remote diagnostic by Williams, S.. CNC program file MD5 checksum mismatch vs. revision control system — corrupted file transfer via DNC. Program re-transferred and verified. Machine executed 10 consecutive cycles without alarm. Root cause: network timeout during DNC transfer corrupted block N7955. Customer advised to implement file transfer verification (checksum) before running production. No machine defect.","DNC file transfer protocol updated to include MD5 checksum verification on receive. IT team configured auto-reject for failed checksums. NC program re-loaded from revision control — machine ran 50 cycles without fault. No machine repair required. Case closed — process improvement only.","NO","","","","","","0","5.9","YES","CNC-MJ-001","","synthetic_extension"
"CMP-SYN-2007","CLOSED","P2-HIGH","15 Aug 2020 13:00","21 Aug 2020 02:00","25","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M03","EIQ-M03-2020-2209","VMC-3000","OP14","Spindle Run Test","","actuator_fault","HYD-MJ-001","4.556","Actuator Fault","Mechanical or electrical actuator failure","595.2","150.74","942.69","7.145","4.57","URGENT — Atlantic Precision Group reporting M03 stuck in tool change. ATC arm stopped mid-swing, alarm HYD-MJ-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Jennifer Walsh, phone: (617) 555-0834. Machine S/N EIQ-M03-2020-2209. Requesting immediate escalation to field support.","Novak, P.","Brennan, K. (FE-15)","Field engineer Brennan, K. (FE-15) attended. Axis following error P016 = 7.140 mm on Z-axis. Ball screw backlash measured: 0.019 mm (limit 0.005 mm — exceeded). Guide rail lubrication found dry on two carriages — lube distributor piston stuck in one SSV block. Root causes: (1) lube blockage causing guide friction increase; (2) ball screw nut preload loss. Both corrected: SSV block replaced, lube cycle verified, servo backlash compensation adjusted.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","NO","","","","","","773","2.5","NO","HYD-MJ-001","","synthetic_extension"
"CMP-SYN-2008","CLOSED","P1-CRITICAL","28 Aug 2020 10:00","31 Aug 2020 23:00","82","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M01","EIQ-M01-2020-2695","VMC-3000","OP14","Spindle Run Test","","actuator_fault","TCS-CR-001","5.056","Actuator Fault","Mechanical or electrical actuator failure","540.56","319.68","1116.24","3.759","17.484","URGENT — Heartland CNC Services reporting M01 stuck in tool change. ATC arm stopped mid-swing, alarm TCS-CR-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Tom Hartley, phone: (515) 555-0912. Machine S/N EIQ-M01-2020-2695. Requesting immediate escalation to field support.","Kumar, R.","Torres, R. (FE-09)","Emergency remote diagnostic by Kumar, R.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error TCS-CR-001 correctly triggered machine stop to prevent collision.","Hydraulic pressure relief valve RV1 replaced (PN: EIQ-HYD-RV1-70BAR). System pressure restored to 71 bar. All fixture clamp circuits tested — confirmed >60 bar. ATC clamp test: P021 = 69 bar — pass. Machine returned to production. Labour: 3.8 h. Parts under warranty (relief valve failed within 12 months of installation).","YES","RMA-68603","BEARING_RETURN","Defective spindle bearing set returned for failure analysis","Failure analysis at EquipmentIQ bearing lab. Confirmed outer race spall — fatigue failure consistent with service beyond recommended interval. No manufacturing defect.","NO","715","3.8","YES","TCS-CR-001","","synthetic_extension"
"CMP-SYN-2009","PENDING_PARTS","P4-LOW","02 Aug 2019 18:00","","","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M03","EIQ-M03-2019-1767","VMC-3000","OP06","Boring Operation","","chatter_vibration","VIB-MD-001","3.019","Chatter Vibration","Regenerative chatter — process outside stability lobe","210.61","308.36","1111.04","5.185","7.462","Inbound from Janet Fujimoto at Mountain West Machining LLC. M03 exhibiting strong vibration during Boring Operation — alarm VIB-MD-001. Vibration visible on parts and audible in shop. Machine did not auto-stop but part is clearly scrap. Customer suspects fixture loosening. Asked us to confirm if vibration profile matches bearing issue or chatter. X-axis RMS reading 5.18 mm/s at time of alarm.","Okafor, D.","","Remote session Okafor, D.. Vibration RMS X=211 Y=308 Z=1111 (ADC counts) for run_id M03_Aug_2019_SYN_009. Crest factor 5.18 consistent with regenerative chatter rather than bearing defect (kurtosis 7.5, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Spindle speed adjusted from 5000 to 5300 RPM. Feed rate increased by 8% to maintain chip load. First-off part inspected: Ra 0.6 μm (spec 0.8 μm — pass). Stability lobe diagram provided to customer process engineer for future reference. No machine parts replaced. Case closed.","NO","","","","","","0","5.1","YES","VIB-MD-001","","synthetic_extension"
"CMP-SYN-2010","PENDING_PARTS","P1-CRITICAL","10 Feb 2020 07:00","","","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M01","EIQ-M01-2020-6804","VMC-3000","OP00","Workpiece Loading","","actuator_fault","AXS-CR-001","7.911","Actuator Fault","Mechanical or electrical actuator failure","410.05","270.74","893.09","6.931","17.972","URGENT — Precision Parts Midwest LLC reporting M01 stuck in tool change. ATC arm stopped mid-swing, alarm AXS-CR-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Dave Kowalski, phone: (312) 555-0142. Machine S/N EIQ-M01-2020-6804. Requesting immediate escalation to field support.","Rodriguez, M.","Mbeki, J. (FE-03)","Emergency remote diagnostic by Rodriguez, M.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error AXS-CR-001 correctly triggered machine stop to prevent collision.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","NO","","","","","","777","5.7","NO","AXS-CR-001","","synthetic_extension"
"CMP-SYN-2011","CLOSED","P1-CRITICAL","03 Feb 2019 16:00","11 Feb 2019 07:00","91","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M02","EIQ-M02-2019-1571","VMC-3000","OP00","Workpiece Loading","","actuator_fault","AXS-CR-001","2.763","Actuator Fault","Mechanical or electrical actuator failure","514.37","319.0","960.88","3.88","3.429","URGENT — AeroMach Industries reporting M02 stuck in tool change. ATC arm stopped mid-swing, alarm AXS-CR-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Sandra Okonkwo, phone: (714) 555-0287. Machine S/N EIQ-M02-2019-1571. Requesting immediate escalation to field support.","Chen, L.","Torres, R. (FE-09)","Field engineer Torres, R. (FE-09) attended. Axis following error P016 = 3.880 mm on Y-axis. Ball screw backlash measured: 0.018 mm (limit 0.005 mm — exceeded). Guide rail lubrication found dry on two carriages — lube distributor piston stuck in one SSV block. Root causes: (1) lube blockage causing guide friction increase; (2) ball screw nut preload loss. Both corrected: SSV block replaced, lube cycle verified, servo backlash compensation adjusted.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","YES","RMA-21327","SPINDLE_REBUILD","Spindle cartridge sent to depot for bearing replacement and runout check","Rebuilt spindle returned. New bearing set installed, preload set to spec, runout verified <0.003mm. Returned to customer.","NO","199","6.3","NO","AXS-CR-001","","synthetic_extension"
"CMP-SYN-2012","IN_PROGRESS","P2-HIGH","12 Feb 2019 14:00","","","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M03","EIQ-M03-2019-5108","VMC-3000","OP09","Chamfering","","chatter_vibration","SPN-MJ-004","6.831","Chatter Vibration","Regenerative chatter — process outside stability lobe","265.21","336.97","1019.28","4.331","17.844","Inbound from Billy Ray Tanner at Lone Star Machining Co.. M03 exhibiting strong vibration during Chamfering — alarm SPN-MJ-004. Vibration visible on parts and audible in shop. Machine did not auto-stop but part is clearly scrap. Customer suspects fixture loosening. Asked us to confirm if vibration profile matches bearing issue or chatter. X-axis RMS reading 4.33 mm/s at time of alarm.","Williams, S.","","Field engineer Lee, S. (FE-12) attended site. Found toolholder taper dirty — significant fretting corrosion on HSK taper mating surface reducing contact stiffness. Fixture clamping hydraulic pressure measured at 4 bar (nominal 70 bar) — leak in fixture circuit reducing clamping force. Two independent causes both contributing to chatter. Taper cleaned and re-ground; hydraulic circuit repaired. Machine re-tested: chatter eliminated at standard parameters. Machine in good condition.","Spindle speed adjusted from 4000 to 4200 RPM. Feed rate increased by 8% to maintain chip load. First-off part inspected: Ra 0.6 μm (spec 0.8 μm — pass). Stability lobe diagram provided to customer process engineer for future reference. No machine parts replaced. Case closed.","NO","","","","","","0","6.1","YES","SPN-MJ-004","","synthetic_extension"
"CMP-SYN-2013","CLOSED","P3-MEDIUM","04 Aug 2020 14:00","05 Aug 2020 21:00","10","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M03","EIQ-M03-2020-1470","VMC-3000","OP09","Chamfering","","chatter_vibration","AXS-SR-001","4.05","Chatter Vibration","Regenerative chatter — process outside stability lobe","586.38","214.24","960.78","4.51","14.916","Inbound from Marie Johansson at Great Lakes Tool & Die. M03 exhibiting strong vibration during Chamfering — alarm AXS-SR-001. Vibration visible on parts and audible in shop. Machine did not auto-stop but part is clearly scrap. Customer suspects fixture loosening. Asked us to confirm if vibration profile matches bearing issue or chatter. X-axis RMS reading 4.51 mm/s at time of alarm.","Rodriguez, M.","","Remote session Rodriguez, M.. Vibration RMS X=586 Y=214 Z=961 (ADC counts) for run_id M03_Aug_2020_SYN_013. Crest factor 4.51 consistent with regenerative chatter rather than bearing defect (kurtosis 14.9, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Toolholder taper cleaned and re-lapped. Hydraulic fixture circuit repaired: replaced solenoid valve seal kit (PN: EIQ-HYD-SEAL-KIT). Pressure restored to 71 bar. Re-test: 20 consecutive parts — all within surface finish spec. Recommended annual toolholder taper inspection. Labour: 1.7 h under SILVER service contract (customer co-pay 20%).","NO","","","","","","0","1.7","NO","AXS-SR-001","","synthetic_extension"
"CMP-SYN-2014","IN_PROGRESS","P3-MEDIUM","24 Feb 2020 18:00","","","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M03","EIQ-M03-2020-6241","VMC-3000","OP03","Pocket Milling","","process_anomaly","CNC-SR-001","5.813","Process Anomaly","NC program or controller process exception","261.05","164.23","1037.17","5.85","8.09","Customer Pacific Rim Precision reporting M03 NC program execution error, alarm CNC-SR-001. Machine stopped at block N6907 — program has run successfully 100+ times before. No changes to program, operator, or tooling. Customer suspects CNC memory or controller issue. Kevin Tanaka requesting level-2 technical support.","Rodriguez, M.","","Remote diagnostic by Rodriguez, M.. CNC program file MD5 checksum mismatch vs. revision control system — corrupted file transfer via DNC. Program re-transferred and verified. Machine executed 10 consecutive cycles without alarm. Root cause: network timeout during DNC transfer corrupted block N6907. Customer advised to implement file transfer verification (checksum) before running production. No machine defect.","DNC file transfer protocol updated to include MD5 checksum verification on receive. IT team configured auto-reject for failed checksums. NC program re-loaded from revision control — machine ran 50 cycles without fault. No machine repair required. Case closed — process improvement only.","NO","","","","","","0","6.1","NO","CNC-SR-001","","synthetic_extension"
"CMP-SYN-2015","CLOSED","P2-HIGH","25 Feb 2020 19:00","02 Mar 2020 11:00","119","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M02","EIQ-M02-2020-4214","VMC-3000","OP14","Spindle Run Test","","spindle_bearing_fault","VIB-MJ-001","3.772","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","293.61","228.12","1187.08","4.292","11.254","Emergency call from Bobby Hicks at Appalachian Machine Works. M02 stopped mid-production with CRITICAL alarm VIB-MJ-001. Unusual noise from spindle described as 'grinding then a bang'. Machine auto-stopped. Vibration sensor reading P004 = 4.29 mm/s at time of fault. Machine has been running 24/7 for past 6 weeks without scheduled PM. Customer needs machine back online within 48 hours — aerospace delivery deadline. Serial: EIQ-M02-2020-4214.","Novak, P.","Brennan, K. (FE-15)","Remote diagnostic: retrieved vibration data for run_id M02_Feb_2020_SYN_015. Spindle bearing vibration P004 = 4.29 mm/s (ISO Zone C). Kurtosis P064 = 11.3 — defect frequency component confirmed at BPFO = 163.8 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 1156h (OEM limit: 4,000h). Bearing replacement recommended. Error code VIB-MJ-001 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle bearing set replaced on-site by Brennan, K. (FE-15). Parts used: 2× 7014 CDBP4 angular contact bearings (PN: EIQ-SPN-BRG-7014, batch BRG-34259), 1× NU1014 rear bearing (PN: EIQ-SPN-BRG-NU1014). Bearings installed with correct preload per EIQ-PROC-SPN-001. Spindle warmed up per SPD-WARMUP-001 (15 min). Acceptance vibration test run: P004 = 1.84 mm/s (Zone A — pass). Machine returned to production. Labour: 4.3 h. Parts charged to customer (bearing set outside warranty — 31 months in service).","YES","RMA-79770","SPINDLE_REBUILD","Spindle cartridge sent to depot for bearing replacement and runout check","Rebuilt spindle returned. New bearing set installed, preload set to spec, runout verified <0.003mm. Returned to customer.","NO","785","4.3","YES","VIB-MJ-001","","synthetic_extension"
"CMP-SYN-2016","IN_PROGRESS","P3-MEDIUM","09 Feb 2021 22:00","","","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M02","EIQ-M02-2021-7086","VMC-3000","OP09","Chamfering","","chatter_vibration","VIB-SR-001","4.118","Chatter Vibration","Regenerative chatter — process outside stability lobe","207.36","358.58","973.86","4.734","3.84","Service call — M02 at Rio Grande Manufacturing producing unacceptable surface finish on titanium parts. Alarm VIB-SR-001 logged intermittently during Chamfering. Customer reports problem started after recent toolholder swap. Vibration spike visible on CISS sensor readout. Crest factor P063 elevated at 4.73. Customer requesting field engineer visit to perform stability lobe analysis.","Williams, S.","","Field engineer Brennan, K. (FE-15) attended site. Found toolholder taper dirty — significant fretting corrosion on HSK taper mating surface reducing contact stiffness. Fixture clamping hydraulic pressure measured at 5 bar (nominal 70 bar) — leak in fixture circuit reducing clamping force. Two independent causes both contributing to chatter. Taper cleaned and re-ground; hydraulic circuit repaired. Machine re-tested: chatter eliminated at standard parameters. Machine in good condition.","Variable pitch tooling (4-flute, pitch 30/32/34/36°) recommended and sourced by customer. New toolholder balanced to G2.5 at 12,000 RPM. Re-test with new tooling: chatter eliminated, Ra improved to 0.5 μm. Machine in good condition. Closed — no charge.","NO","","","","","","0","3.3","YES","VIB-SR-001","","synthetic_extension"
"CMP-SYN-2017","PENDING_PARTS","P2-HIGH","24 Feb 2019 13:00","","","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M03","EIQ-M03-2019-7714","VMC-3000","OP07","Profile Milling","","tool_wear","SPN-MJ-003","3.255","Tool Wear","Progressive cutting edge wear beyond service life","361.47","280.73","859.38","4.806","6.535","Customer called reporting elevated spindle load alarms on M03 during Profile Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-MJ-003 with spindle load P002 reading 3.61%. Customer states tool was at approximately 100% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M03-2019-7714. Current shift supervisor: Jennifer Walsh.","Novak, P.","Torres, R. (FE-09)","Field engineer Torres, R. (FE-09) attended site 1 business days after initial call. Inspection findings: tool T4 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 4.9% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","2.0","NO","SPN-MJ-003","","synthetic_extension"
"CMP-SYN-2018","ESCALATED","P3-MEDIUM","19 Aug 2019 10:00","","","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M03","EIQ-M03-2019-5951","VMC-3000","OP02","Contour Milling","","tool_wear","SPN-SR-001","7.386","Tool Wear","Progressive cutting edge wear beyond service life","460.38","272.7","1131.13","7.625","11.7","Inbound call from Tom Hartley at Heartland CNC Services. Reports intermittent spindle load spikes on M03 over the past 3 shifts. Error SPN-SR-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 6 weeks ago.","Novak, P.","","Remote diagnostic session conducted with Novak, P.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 11.7 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-SR-001 confirmed appropriate.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","5.9","YES","SPN-SR-001","","synthetic_extension"
"CMP-SYN-2019","IN_PROGRESS","P4-LOW","20 Aug 2021 16:00","","","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M03","EIQ-M03-2021-6020","VMC-3000","OP01","Face Milling","","tool_wear","VIB-MD-001","4.323","Tool Wear","Progressive cutting edge wear beyond service life","270.85","175.48","879.06","6.202","10.139","Customer Mountain West Machining LLC called — M03 threw hard alarm VIB-MD-001 mid-program during Face Milling. Spindle load P002 peaked at 2.71% before drive tripped. Tool T22 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Kumar, R.","Jackson, T. (FE-07)","Technical investigation by Kumar, R.. Downloaded vibration data from Bosch CISS sensor for run_id M03_Aug_2021_SYN_019. X-axis RMS = 271 (units: ADC counts), crest factor 6.20. Pattern consistent with increased cutting forces from worn tool. Compared against M03 baseline from Aug 2019 — load elevated by 18%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","No machine repair required. Customer coaching on tool life management completed by Jackson, T. (FE-07). Provided updated tooling recommendation for Face Milling on aluminium: increase feed rate by 10%, reduce depth of cut by 15%, change tool grade to uncoated carbide. New parameters tested and validated. Surface finish improved to Ra 0.6 μm. Case closed — no charge under GOLD service contract.","NO","","","","","","0","4.2","YES","VIB-MD-001","","synthetic_extension"
